# Hurst index, argmin set length, argmin set center, hurst range
3.864169012645663481e-01,8.698106810803325484e-01,-2.823580463418379205e-01,5.167699031652273067e-01
3.518668864396347074e-01,1.569543059088770454e+00,1.951157039848318009e-01,3.904723665860120319e-01
3.804449745525209647e-01,2.550659428054243172e+00,-1.152337339776677627e+00,5.036053117935168633e-01
6.337214265672030944e-01,2.252204033724592769e+00,6.959926065774202364e-01,1.856180778997391645e-01
2.886173204272587944e-01,3.955602740469272849e-01,2.726225193481982556e-01,4.015840996104421134e-01
5.153333545895962819e-01,1.850267789713322397e+00,-1.153733823173134665e+00,1.651653307365527068e-01
2.629889226883412312e-01,1.790723180156602812e+00,4.820668107810541780e-01,5.549765467401788221e-01
1.546801096301163025e-01,2.154201338240897545e+00,1.312948060128308336e+00,7.026995407960261453e-01
1.228066333018103390e-01,8.897963097744610028e-01,-8.661614274018404336e-01,4.331824566514335673e-01
8.882219872095103996e-01,1.999408885754887510e+00,1.560737799031077122e+00,4.993697428500398772e-02
1.216487079793268089e-01,1.963914230022021368e+00,1.128653731254723347e+00,6.228702407106173622e-02
1.915000306946103015e-01,3.085486518016986590e+00,-5.951931127652414499e-01,1.788235007410329258e-01
5.879140105558536833e-01,2.488702123494995533e+00,1.444408680308052695e+00,2.510554500821690072e-01
7.355620650799438165e-01,2.965989116797488556e+00,4.338356524770516920e-01,1.200605441778080928e-01
8.893407245585220888e-01,2.314559872217385461e+00,2.874424138639264381e-01,4.658720783446312907e-03
8.108729520539691427e-01,1.790751773146654680e+00,-2.311991376499743511e-01,1.223301992820730044e-01
6.501421288260248454e-01,2.635096382730842901e+00,-6.762066240713300314e-01,2.357022934460343278e-01
8.568650529862886778e-01,2.079159710457095134e+00,1.476161849043321928e+00,4.384906683066236432e-03
1.967275799690826332e-01,6.062686357916877711e-01,-1.140116791624328885e+00,3.358069752652276252e-01
5.532704175766921528e-01,1.019933958294709786e+00,1.193542393139658264e+00,3.088360987280214243e-02
4.387174932525764182e-01,6.013721445271977828e-01,-1.000037518293782624e+00,1.411019606143474880e-01
8.576230590831284140e-01,1.184588049869210735e-01,1.228618225672615250e-01,4.284401474347598882e-02
7.439666606458693321e-02,1.230627675519609943e+00,2.046677082137648984e-02,5.963956879611213013e-01
8.640723558233736057e-01,3.044139326887649766e+00,2.622440447930709517e-01,2.090753764427322192e-02
7.980007207082512322e-01,4.343317461564710769e-02,6.644420316104648894e-01,8.885908591572078130e-02
6.523838896330598214e-01,2.345730148351676370e+00,6.213327223769939955e-01,2.437561558736949241e-01
7.661129893061728868e-01,2.152357772538251446e+00,-1.233773914883613099e+00,3.989901129512229971e-02
8.419962490654555598e-01,2.830895095904201852e+00,1.227090109074537416e+00,5.630088713743941486e-02
2.897644135656590181e-01,2.944507178349693000e+00,-8.098718709293657447e-01,1.638008245900260396e-01
1.731634714258065144e-01,5.537757442430477628e-01,-5.474519402451815120e-01,1.561270735683500388e-01
1.077952180758087464e-01,2.260648772445599697e+00,-1.481840410824683207e+00,9.987270365229761193e-02
3.322070369460678463e-01,9.562265962965663668e-01,4.926170788256254429e-01,3.425399263525889526e-01
5.747182523677594190e-01,1.436882740410445614e+00,1.093844384159079919e+00,3.058722353425584739e-01
6.594451791403618812e-02,1.792488499245905587e-01,1.085291021643785658e+00,6.838377929670310662e-01
8.850160085760366835e-01,3.121239375980617847e+00,-5.115053304715659888e-01,9.711843290355459679e-03
8.857852117344047205e-01,1.721073946944199351e+00,-5.632084994008946799e-01,8.016855463550687233e-04
6.277902050194217320e-01,1.167104789574030743e+00,4.525460285054230258e-01,3.012416676785073522e-01
9.224677249164361381e-01,1.941579004228706218e+00,-1.469372896686922392e+00,2.262316090861693496e-03
8.552087530801235626e-01,8.087760375398236334e-01,1.414367684886089105e+00,4.723609534595596404e-02
1.175417473388854078e-01,1.321074517614347243e+00,-3.970874638218773178e-01,6.410900796662962753e-01
7.020416495990362549e-01,3.116504186741116733e+00,1.287859565472065260e+00,5.289866252041430794e-02
2.159383701135445532e-01,2.155099576946021500e+00,1.971889576019077994e-01,4.678165343003937160e-02
3.265569317635022561e-01,2.957523631412201759e+00,6.385116795824630209e-01,5.892982041751049227e-02
5.524369678244479553e-01,4.046067211247561524e-01,-1.603570023701976766e-01,3.914829031038392637e-01
9.180630677620594815e-01,2.922686263510564597e+00,5.331918732788976101e-01,2.086047268216206785e-02
5.119894260457363844e-01,2.920761465618289865e+00,-1.030449721741801605e+00,3.758121804774772201e-02
2.567241233757363017e-01,2.218332279126104645e+00,1.217462399029482611e+00,2.379634798357841974e-01
9.412133402856429076e-02,1.184266431743006498e+00,5.504892958549999493e-01,7.536798435079017366e-01
7.328145768525505810e-01,2.677108677516052637e+00,1.054827510310119010e-01,4.238908130129892537e-02
3.705485443563938941e-01,2.413175059239168085e+00,1.121029414149261161e+00,1.630232012188003732e-01
2.954914173368445307e-01,1.529042247862838044e+00,2.037574713909251489e-02,5.383901969627518103e-01
1.855788387172134790e-01,2.321845802391032887e+00,-5.657371609193295736e-01,1.463944169866151501e-01
6.171037092486606479e-01,2.517791901811110122e+00,-7.862961032571238462e-01,2.231062052740191426e-01
4.690076316403884449e-01,1.748119153171956430e+00,6.479229136647706166e-01,1.663633181825287521e-01
1.314551586915845283e-01,1.608601727386132829e+00,-1.452616495575532962e+00,6.468006854972493946e-02
1.314048280776071997e-01,1.270028678532516109e+00,3.933990416751750319e-01,2.053105146666142633e-02
6.180403946959668326e-01,2.858669040527909821e+00,-5.167238440408348232e-01,2.147080169498232216e-01
4.747985448717618184e-01,8.196019458417451720e-01,6.364452407683519608e-01,2.996077585592147874e-01
6.707229931230753728e-01,9.696662905093171858e-01,-1.516557719785958991e+00,1.013584651246648427e-01
7.379257220192008138e-01,1.222183131132704270e+00,-6.467717935338079815e-02,4.494738236552031641e-02
4.467447939707852034e-01,8.909472590171114703e-01,9.381756126550002683e-01,2.501543517638120107e-01
2.928610072716924528e-01,2.152978797874242289e+00,-1.494351048416517891e+00,7.002665972399035876e-02
9.346267508323067297e-01,2.506647220087421246e+00,-3.674906615688957601e-01,1.029160528778194639e-02
3.609488141823375962e-01,2.932842275660798137e+00,4.672453391239539400e-02,4.663561444653703258e-01
6.745998664509554876e-01,1.037769046367754688e-01,-6.209904384267241895e-01,2.297940768264038480e-01
6.279113902054739293e-01,4.127615200871272982e-01,1.146279808772996178e+00,1.298546048638598016e-01
9.449815056712582706e-01,7.057214080617524310e-01,-9.432933458362964263e-01,5.641233459785510718e-04
8.366693658950163925e-01,2.266771949764962990e-01,1.154215405991642518e+00,8.642881635441468369e-02
3.637827035421613009e-01,1.282741898913193346e-01,1.001691679509096433e+00,5.524254190283122146e-01
4.769260101916898420e-01,1.323027831131033505e+00,-1.353817137693136941e+00,1.875995715989244306e-01
3.961877815124992264e-01,2.196482150750965090e+00,-4.637212174172702372e-01,3.099793554518737171e-01
6.856006581862695848e-01,1.970827920636493591e+00,-1.183619443715976383e+00,5.603875317420536906e-02
4.362675263164003669e-01,1.421598429582148437e+00,7.885783075558110422e-01,1.235648307845475524e-01
3.638676944311937667e-01,1.086748150550982839e+00,1.387431584474813961e+00,1.372991075350208923e-01
6.533531373014270782e-01,8.264027379093561443e-01,8.777668338514776902e-01,2.165866533319368292e-01
1.436156993308296270e-01,2.681691339535983154e+00,9.475608856796378099e-01,7.946277159962813474e-01
3.786304714305726016e-01,2.510356500860551066e-01,-1.339581004915188611e+00,9.330509123387809023e-02
6.399535333691693806e-01,3.014335331877392221e+00,1.331503122702270225e+00,1.248987239155807671e-02
5.716778122376793281e-01,2.132689513559236971e+00,-4.467502222718700011e-01,2.249170138505915961e-01
4.904261666968228184e-01,1.775127532436818312e+00,-3.946452206632343751e-01,3.513047703330618443e-02
3.566553647487355483e-01,1.841261680378543986e+00,1.358619515117784005e+00,7.274668855699245595e-02
5.291476808419631750e-01,2.364980566046138932e+00,-8.435696205849234630e-01,1.391698343310429076e-01
1.100467827298691054e-01,1.654007161803545678e+00,-1.570382173659369940e+00,4.556862619673659465e-01
8.352706627068531287e-01,1.910580911205166377e+00,1.511304683844292063e+00,5.812848006049742278e-02
7.796239943518886717e-01,3.056315172764332289e+00,1.153426973388739896e+00,3.942146177238736726e-02
2.850882890754697918e-01,3.132047231616343907e+00,5.540237557561811244e-01,1.560043494722322954e-01
1.701361552606163174e-01,1.381228242273058182e+00,-1.254234100679475494e+00,2.526475852258400767e-01
9.088198751982999868e-01,1.925550137680223095e+00,2.205361098983346091e-01,3.168366814670808829e-03
4.055119509464941152e-01,1.787464513389075194e+00,8.556078335175278937e-01,8.914590188477028443e-02
3.590219114893052899e-01,1.289612024586666017e-01,1.576388214356645445e-01,3.573234146815976731e-01
3.378748074741303453e-01,1.542870695500144773e-01,-1.064347596988314937e+00,3.030107280672295067e-01
9.401123855078242775e-01,1.988435741495585996e+00,4.897854030217788646e-01,8.581016956935805240e-03
7.644754398878483848e-01,2.998991521237200253e+00,1.656521767077472340e-01,4.538924743473338186e-02
6.687285629415412602e-01,2.291746835536845328e+00,4.731539252357865877e-01,1.194646960714927930e-01
4.458406861598447901e-01,1.613843707371545921e+00,-1.461976081770535396e+00,2.387334745490659604e-01
6.000284117051212229e-01,3.062982259394625206e+00,7.743461927566848146e-01,2.490938361930857825e-01
3.690880651281122637e-01,1.734698493475212544e+00,-1.339842582559760409e+00,4.715361878556993402e-01
3.640980491346235137e-01,8.570161693443575368e-01,-4.598381645007386109e-01,2.117677302849714227e-01
4.593085173377340902e-01,1.016324098404267851e+00,1.753537644617564339e-02,1.344916193788792680e-01
7.714176207209145764e-01,4.165387678234488966e-01,1.440151220142529498e+00,1.294633706701492359e-01
6.131749403929777353e-02,2.272088136858282592e+00,4.945553912497766547e-01,2.888176855695919754e-01
7.314924420478516320e-02,2.154217382427553229e+00,-1.020997813026648826e+00,7.228604748511316958e-01
4.484341085080129075e-01,1.021119404430562483e+00,-9.112356671768579996e-01,3.299033632367306401e-01
2.430642047464167121e-01,1.570159898392951892e+00,-1.377896204417336401e+00,5.243865748446578934e-01
6.537173480494155031e-01,2.785031864658425338e+00,8.940494377157461869e-01,2.582757517696565586e-01
3.329962494928226935e-01,1.156672318471537730e+00,5.208102061250320380e-01,1.333747792780478614e-01
1.847413031555162899e-01,2.584868990363287100e+00,4.757092303062062655e-01,5.148580301653693514e-01
2.979981898166124687e-01,2.872191326366876574e+00,-1.563619019517488162e-01,1.064226504610661372e-01
1.806161436862236958e-01,3.323252510707850327e-01,1.560801691922635959e+00,1.625710802379273234e-01
1.267471134308205127e-01,2.942134022248112935e+00,1.179815331877302587e+00,2.677347212848785185e-01
4.655621745847160486e-01,2.661338353281770264e+00,8.807543085658497972e-01,3.574540614019685592e-01
3.195257990193842712e-01,7.757430020710658347e-01,-8.381435737216953452e-01,1.199609979837123475e-01
8.294254518420526856e-02,8.447511709340744801e-01,8.485727318955609277e-01,4.093918190177440186e-01
9.082448331045542833e-01,3.525328845764659214e-01,-2.477721225020437235e-01,3.170676822472862089e-02
4.419587688641795076e-01,1.167691482256192348e+00,-8.708968333434641274e-01,2.184400587241652758e-02
5.192356183363316946e-01,6.864862330439316374e-01,9.865679186243638821e-01,3.014897162454005519e-01
4.939186394560887705e-01,2.880937377572720948e+00,5.681480180674167713e-01,1.240940988210086915e-01
7.296676485674409296e-01,1.470685183081595460e+00,-1.104033089012890212e-02,1.007859224208990101e-01
8.891812455820482519e-01,2.115305279538087113e+00,1.485329269709685374e+00,5.847791740760199808e-02
7.343469832844403689e-01,2.665750740259547058e+00,-1.473186964593308446e+00,2.740415149688324448e-02
5.319038473246291421e-01,1.604622081792114852e+00,-7.954563402765078006e-01,1.233813493051959531e-01
8.306181675660105901e-01,2.943244251724551397e+00,3.949559229790655657e-01,5.845635802071313947e-03
4.265727571066936785e-01,2.306852823402449904e-01,-8.631125780982783491e-01,3.720021511052856167e-01
7.754544342596227935e-01,1.692925930033362558e+00,9.675969749745707560e-01,1.134316817548727263e-01
4.446387593340113131e-01,4.427138504083840687e-01,-1.467006116074545563e+00,1.337040590987393918e-01
3.219453601705169477e-01,1.489420836309078844e+00,-8.726958376681106522e-01,2.806106892212691384e-01
9.180161906897319479e-01,2.823040046309792217e+00,6.343396329888078000e-01,2.500215657691828852e-02
4.219021695644508685e-01,2.903905007752989320e-01,1.201743557578185406e-01,1.106328452497846171e-01
8.975739284359226522e-01,2.573281638905127178e+00,-7.998979857496262280e-01,4.361010451676095023e-02
5.172058627255958774e-01,2.138303894146861950e+00,-1.345668225030593135e+00,3.874168021964065067e-01
6.933109493851397076e-01,2.659978423941804504e-01,-3.606181063170835754e-01,1.279838983425034549e-01
9.400205547186442079e-01,5.643486490857667626e-01,1.110838465925053198e+00,2.151868095649711599e-03
2.811831903508509867e-01,4.093240587962680976e-01,-1.557885572509926320e+00,1.403596816230905930e-01
6.079041807117879781e-01,3.114036321424474174e+00,-9.950446034073698875e-01,5.153154941117654708e-02
6.815821501747806876e-02,1.576040208275006016e+00,-7.870034097865299394e-01,1.492572625450253876e-01
3.858418513406458583e-01,1.439491316565305379e+00,1.512917891064708309e+00,5.003084642321387054e-01
3.500560582330262682e-01,2.149009926555186301e+00,-9.853225694731027051e-01,4.608041498296585048e-01
1.324662169692486513e-01,4.013590985319468452e-01,3.648670047581787923e-01,1.690542194198877413e-01
6.060507782331779891e-01,2.559047571158523215e+00,-3.982687579014607682e-01,2.797189385648070070e-01
1.497437446545314965e-01,8.738308449058788119e-01,-3.266190470265159518e-01,1.783839902180173187e-03
6.184419236358653649e-01,2.183095422003426211e+00,1.514043755434357541e+00,1.166216336965939515e-01
3.504784874419926144e-01,2.631063245335337974e+00,-8.906327693783535615e-01,5.477376891983716245e-01
3.150933590944940965e-01,1.436182428708677516e+00,-1.295097814416501292e+00,3.446343872974927391e-01
8.356060181824044308e-01,8.266947949629890324e-01,-1.284633179202249176e+00,6.548688583255646289e-02
8.200386893349340678e-01,1.783345867075396995e+00,1.261331807865118115e+00,9.638808260671305472e-02
3.585499329872914864e-01,1.876712267728329664e+00,-5.586893636561187648e-01,3.199090165744272740e-02
6.219052972569153459e-01,2.551213316688354826e+00,-1.345699125104097726e+00,2.293821857946102272e-01
6.447501028242138554e-01,2.576605283998349982e-01,6.282582605278059784e-01,2.131806908167513948e-01
8.014876698829860313e-01,1.749263904415592208e-01,-2.712190667183025372e-01,9.131302163812937689e-02
1.602510605485868989e-01,4.484309303387310486e-01,7.477806726023359385e-01,2.531335494725492352e-01
4.616456029800514727e-01,1.796176823592178451e+00,-1.451006611180436501e-01,3.255356577351481984e-01
7.693743260126216787e-01,9.429831256880083501e-01,-7.125920582007596593e-01,1.717052837753053618e-01
2.779415959787470136e-01,2.076219892007507006e+00,1.130980295485870091e+00,1.489891823674603377e-01
6.544544874692236336e-01,9.175767464188386846e-01,1.260698808279347771e+00,2.326491530891861004e-01
9.173685178411774555e-01,3.838254697408469696e-01,-1.401587409239789306e+00,4.425164031292228017e-03
5.685769942876746086e-01,2.808386538531286725e+00,-9.162624309177860304e-01,2.452339031407019254e-01
5.701687144198627766e-02,1.658553068544149411e+00,-7.177117009069533538e-04,8.386559150384660377e-01
4.867512708361271812e-01,3.867534417563183169e-01,1.453533525577915597e+00,2.553323826509657501e-01
1.285967720507321665e-01,1.324864868695669218e+00,8.735637757550461791e-01,4.146922115827249566e-01
5.276155013685286388e-01,8.132009088130689456e-01,-1.312544886067977812e+00,2.898248911521124072e-01
4.991117810508995944e-01,3.912861650102701372e-01,-6.355588798586494503e-01,3.133671394382158137e-01
9.380983445101158669e-01,1.307457910277872504e+00,1.042168260016243408e+00,6.176453401263493070e-03
9.039502274420974093e-01,2.622660952510316168e+00,7.003338069699429624e-01,3.528581327159030501e-02
7.114644686852207300e-01,1.851788072529722662e+00,-1.019695584340728711e+00,2.201571187913955452e-01
3.132850268265779392e-01,2.710055452813343368e+00,5.655525710007824891e-02,4.364130542541427293e-01
9.251449117603479655e-01,2.843797592888238635e-01,-1.120211937714824968e+00,1.683975105390311811e-03
9.078782328752320607e-01,1.758399685902691356e+00,-4.136902367604522457e-02,3.363983325214026099e-02
1.779338367356845252e-01,5.829829667855590536e-01,6.110193407721431491e-02,6.829800935360482717e-01
1.831159082218748457e-01,2.102869911015484927e+00,5.138022201705167991e-01,4.767509878874386375e-01
5.491667543965580434e-01,3.535797913306959472e-02,-1.528197030928524880e+00,2.502497579933976590e-01
5.450992286761333627e-01,1.429782674833219636e+00,-4.583397510434813471e-01,1.553917904348085521e-01
9.167088026444841775e-01,2.901778705647744427e+00,3.150786576324104971e-01,2.926536738953966488e-02
5.025005946471132745e-01,1.484357338912779323e+00,-1.145167213564426190e+00,3.817992336874755921e-01
7.727945361983886707e-01,1.373588469719095873e+00,1.154797490587211817e+00,9.685855432515111385e-02
3.637765849362813442e-01,3.060986530699711050e+00,8.421870682221799242e-01,5.739281629014132413e-01
5.138242607520088212e-01,1.972386608422132426e+00,8.884190982456057206e-01,2.160150160679925602e-01
6.803958075634702896e-01,2.660497240474301250e+00,-6.759582639415420147e-01,1.616404717934672997e-01
7.903819268732037440e-01,2.923915921911595106e+00,1.082828411093665899e+00,1.090883325857614494e-01
3.089367921857898436e-01,9.375627074045560505e-01,1.174207973770843516e+00,1.466166701955537999e-01
7.878269408279497954e-01,7.970271836263779219e-01,-1.142382683062599380e+00,1.215132941677264933e-01
1.203035678765897870e-01,8.610843357868487313e-01,4.888406946099871364e-01,6.763989212515809646e-01
7.279522296347237242e-01,1.125423075532752115e-01,1.293010550145240023e+00,1.568160722551595887e-01
7.884554258167109086e-01,1.168912885748290220e+00,8.160082802689482273e-01,1.612245233036294634e-01
8.547993056481971441e-02,1.520041760981976076e-01,-1.301859397086213344e+00,1.228356326682939620e-01
4.574620064877044090e-01,2.504801290348649179e+00,-6.307918900217972524e-01,7.364744061390970931e-02
9.227762244883624954e-01,1.764611171493569497e+00,1.246622666240772448e+00,1.197014271844187849e-02
5.831920655134261722e-01,2.511786792498194920e+00,1.250182379306693736e+00,2.485789092834146397e-01
2.849210265871326420e-01,3.653839438977879439e-01,-1.455004305702257916e+00,5.404452096635867786e-01
6.603012064814135496e-01,1.761296176790934087e-01,-2.483387066407630739e-01,2.480152561558250923e-01
7.479030256229035611e-02,5.777557258904657544e-01,1.215449763903283298e+00,5.431556016747934867e-02
9.256872773184959824e-01,2.301462550642265903e-01,-1.463208217126641175e+00,1.415452058162947058e-02
2.717775885166179850e-01,2.693291419778665485e+00,-1.286767521107921475e+00,3.380235492906756289e-01
3.350043599740337719e-01,1.657890705528259678e+00,-4.408022852060394792e-01,4.296890263089273576e-01
7.604441268814595700e-01,1.174027865555177019e+00,4.378100139617724373e-02,1.478750897449740975e-01
3.086265541308753080e-01,2.900512191275114837e+00,1.438688756974133565e+00,6.316106114914019631e-01
8.866990898688030809e-01,1.962191755503908563e+00,2.479049534634262253e-01,4.960061975206719875e-02
8.407596395888872198e-02,1.754114986125662412e+00,1.372544077613112812e+00,3.250499642824679625e-01
6.642958746765869060e-01,9.671456513899958640e-01,-7.127070685870832145e-01,1.451642452308534725e-01
7.920588199526608086e-01,1.004280074930774536e+00,8.493608253596638402e-01,4.753184390673503845e-02
3.747990438207235431e-01,2.700851603218505925e-01,-1.403841865436968872e-01,2.012797972057301377e-01
4.658414176320052613e-01,3.001389265900537229e+00,9.280157772569186392e-02,2.666631713366857115e-02
8.058760253737515811e-01,2.633593106111524307e+00,2.372712060922148591e-01,1.139617997828756835e-01
8.301630751568385147e-01,1.412710616851501566e+00,-8.086038592838133976e-01,9.892785024581929321e-02
1.123441415404063393e-01,3.112680698699285653e+00,-4.893072377813625362e-01,7.234148812199987510e-01
5.901055613592044446e-01,1.225912256483088658e+00,5.361722318471462412e-01,1.908219419961579844e-01
8.059205461677531046e-01,2.793079956660986518e+00,6.978930565970062894e-01,9.109664658407989890e-02
1.678832229685133237e-01,2.396900557777881247e+00,1.444910781131950372e+00,5.925057729027291553e-02
2.900439446875429095e-01,3.060313054251140308e+00,-7.257766669516785285e-02,1.568948935112346454e-01
5.084987483435573496e-01,1.998230656998868593e+00,-2.409226879182464476e-01,4.275060793424391159e-01
1.002071163507478047e-01,1.906367855853319027e+00,2.547964760906765713e-01,6.898966272916404185e-03
1.614446364879383311e-01,7.583375529541935833e-02,-1.202078554359049534e-01,1.865585401879051863e-01
8.164813760440734480e-01,7.100549855516531395e-01,1.141742018342455367e+00,1.281285061256894897e-01
4.539813410888351997e-01,7.120909332367402200e-01,1.087264525680240901e+00,4.044159121090257769e-01
8.426169945274984696e-02,1.111906796050940560e+00,-9.044140605963231216e-01,5.045452196013865409e-01
6.267556664621090068e-01,1.100918718828285181e+00,7.177884562460546958e-01,1.452678451796010073e-01
3.455202314916447914e-01,2.172633093431897144e-01,1.210100574915501825e+00,1.918995094250004474e-01
2.001975349766932921e-01,1.835580053398356615e+00,-4.390352658678808861e-02,6.861651066397576049e-01
4.782769360964014282e-01,1.563830620957907147e+00,1.155459652860536535e-01,1.348451636354714989e-01
6.789753117098001889e-01,1.866819522009071530e+00,-1.541666089805356021e+00,7.950081518683560500e-02
9.478288508053508421e-01,2.022964020232668858e+00,-1.261502133500276734e+00,2.128200973478100444e-03
7.608839472978228269e-01,2.063777345047103307e+00,3.847604455727775541e-01,5.964569061062818811e-02
1.111826405693609882e-01,2.286955703939440365e+00,-8.638659921558937693e-01,3.258857408697096170e-01
9.086815531055325579e-01,3.613590238944985877e-01,1.426121159013514328e+00,2.832646217339962469e-02
6.802928407447474957e-01,2.333703616299885653e+00,1.503054229240184725e+00,2.904983120432336197e-02
6.496209352308648377e-01,3.191487193850470749e-01,-1.350683212443469783e-01,1.824701370326663463e-01
8.337513542844197934e-02,2.850133214200416543e-01,-3.747753498239835279e-01,5.721052833816143990e-02
5.645668821548498473e-01,1.255627037793897394e+00,3.035120033466709444e-02,8.105872239873557206e-02
3.178184285484299543e-01,2.929665869704040304e+00,-1.242879556015186182e-01,3.181045530137011079e-02
9.412960152970011318e-01,2.935587160168887877e+00,-6.472864360476107137e-01,5.888642113578201887e-03
9.017255395092438341e-01,2.199211735710136395e+00,6.874593473827266266e-01,3.870311016411964733e-02
4.870249082044603162e-01,2.084654855859459310e+00,-1.373245173696768351e+00,9.134304276110671861e-03
4.817943738388119623e-01,1.694340855508074561e+00,-1.098556329395546260e+00,3.741311651828396201e-01
8.679470983853517785e-01,6.597166045352644836e-01,7.881874231596646130e-01,5.090596839817529418e-02
1.440715291579040547e-01,7.326260308558520951e-01,-9.780711555970275084e-01,7.693684577406243452e-01
9.468042305880114418e-01,2.141270889777095121e+00,8.556562753028957857e-01,3.053161908381007983e-03
2.453112563546824276e-01,1.752095507683769426e+00,-1.426236084445230645e+00,2.402056819698609735e-01
6.244359204231029192e-01,1.027114988330452228e+00,-1.177282787608382453e+00,7.095338749159374458e-02
5.013018912026236951e-01,2.197425212994510435e+00,-1.274081719859795792e+00,2.772262900750859238e-01
4.745346036349277208e-01,7.394016648076218168e-02,-1.514975093118861693e+00,2.278927159290634608e-01
3.548309208948602356e-01,1.030714880102086450e+00,1.234722750382404532e+00,7.782312752400588618e-02
4.370506447513978210e-01,1.806936467078557484e+00,-1.378841446810524118e+00,4.011772346020949231e-01
9.001708856204336806e-01,1.988792277512796858e+00,-2.834040516061930859e-02,3.345932641539939301e-02
2.505551800832900855e-01,1.999676287708719524e+00,1.257191475788838053e-01,3.017088865214096471e-01
1.869721150153197953e-01,2.597451142334410434e+00,3.358725326128944033e-01,3.041854407783012859e-01
6.318114377089816269e-01,1.429492869288804702e+00,9.122783478480709363e-01,3.566454118069950496e-02
4.083904040108484734e-01,3.087877934026930227e+00,1.542289368800500160e+00,6.595721823535166672e-02
2.573835295716907501e-01,1.336903111244357900e+00,2.052152308510756251e-01,6.205815120173648891e-01
7.517787102637440988e-01,5.408358469911112021e-01,5.450857736917750218e-01,1.829644021998519943e-01
8.741662312485611874e-01,2.157691424244604139e+00,-2.571650865668817509e-02,2.061168066086915829e-03
2.958058601886732752e-01,1.198600425848394213e+00,-1.264841450131265477e+00,3.673085852718971367e-01
6.586428141750261256e-02,1.253090492975899028e+00,-1.067617998970566306e+00,7.209525141613581933e-01
8.958916562106562509e-01,2.668783541767924650e+00,-1.302540416415731928e+00,2.158318989762508799e-02
7.818372622100958624e-01,1.901919677688450605e-01,-1.317798940659186790e+00,1.237071929006418047e-01
9.102632622079617208e-01,2.568990233273801049e+00,4.817860021855997488e-01,1.785745782180037100e-02
4.970338094528258810e-01,1.361078736212646412e+00,-1.520236036180383277e+00,3.676610161886179062e-02
7.051439644869947343e-02,1.814275030014705248e+00,1.157213776369831804e+00,3.989993990823476055e-01
5.409519944861127666e-02,1.890420662552750208e+00,6.858572611136177777e-01,6.887756176676326225e-01
4.652986387460246731e-01,1.169597887025635163e+00,-1.544858308233626909e+00,2.503625608375288913e-01
3.515285495188796294e-01,1.593687091645323406e+00,1.276244710260737492e+00,3.121566020449870194e-01
5.866451533995212242e-02,2.952671586111360824e+00,1.361583769107603814e+00,2.849623705028575538e-01
4.756386141657674704e-01,1.866478454205801274e+00,1.554218369165604186e+00,3.347641948615130980e-01
3.570539156748491760e-01,3.049013533326610403e+00,-2.446389672411020122e-02,3.144709900947542658e-01
9.471400241994221147e-02,5.361267573921040253e-01,-6.515647144339542507e-02,4.734244779261014280e-01
1.294591293833084467e-01,2.497961366686662910e+00,-9.262566028873437940e-01,7.004266036021471464e-01
4.610787266488801106e-01,1.164697934073970931e+00,-1.238283439404570752e+00,4.081628484384060562e-01
4.234401210254811199e-01,1.260659565850899000e-01,1.429990129906497209e+00,1.448844783157167138e-01
3.891159345456285390e-01,1.710309094559594456e+00,-1.554756069798022722e+00,5.147286464498279646e-01
3.002920621585021266e-01,2.108171527415982904e+00,1.303620050820492926e+00,5.120603302822083203e-01
1.275225206985633464e-01,3.761802146904169586e-01,-9.797844797991713817e-01,2.451388050840874744e-02
2.217503930768135456e-01,2.495585620478673494e+00,-6.322439672347599515e-01,2.735601183692163985e-01
6.511822921815494380e-01,1.485734078625302601e+00,1.091510889227744308e+00,2.550803682582414300e-01
6.206658811565618494e-01,2.447636058201347442e+00,1.036971233645642698e+00,1.859417740476557723e-01
5.124125503339241883e-01,2.989163553994721667e+00,9.241962924679243407e-01,4.148084724241255516e-01
2.701903164551534009e-01,9.378097419068298635e-01,2.453498402734894945e-01,1.520729081886696421e-01
1.706046206531903753e-01,2.083232867591526372e+00,-9.607990644550392645e-01,3.806532196738301455e-01
2.355616837112425310e-01,8.964659498241760449e-01,6.398305101551379215e-01,3.936566318577903179e-01
5.799988619944453916e-01,1.127826222451657756e+00,-7.926674810297231755e-01,1.035570361211749502e-01
8.988949208240702982e-01,3.000029954875424565e+00,-1.541136921154317108e+00,4.502903168153382651e-02
4.673686054103457499e-01,1.197434932819455566e-01,-8.236118181035969599e-01,4.026652998708983855e-01
7.431126184679138769e-01,2.602852559538745059e+00,1.253136614300782714e-01,4.000165884815887196e-02
5.024022175750967323e-01,2.017090074619166451e+00,8.267502399205866048e-01,2.930068230353880532e-01
8.321012915834562484e-01,1.967205855393059366e+00,7.169197809006879751e-01,1.157395709788862082e-01
8.454506506101728824e-01,2.203351245864592300e+00,-5.234661521496528636e-01,5.968600303823112796e-02
3.978600658747483143e-01,5.235385158156840024e-01,-9.651463872593807336e-01,3.466196093707212267e-01
6.800896926347037574e-01,5.417391555964119476e-01,1.404374798065308738e+00,2.583399375046659951e-01
6.686993585661371586e-01,1.972324697475524413e+00,-1.036222173941750091e+00,8.549411087488323346e-02
1.026491469283928315e-01,1.016627637127756056e-01,-3.952042825294895811e-01,6.561724092293712562e-01
2.478469535109767419e-01,7.358746362422634579e-01,-1.548698184246809495e-01,1.207027702569808403e-01
